market_slug,timestamp_ms,timestamp_et,time_till_end,seconds_till_end,oracle_btc_price,binance_btc_price,lag,binance_ret1s_x100,binance_ret5s_x100,binance_volume_1s,binance_volume_5s,binance_atr_5s,binance_atr_30s,binance_rvol_30s,binance_volma_30s,binance_volume_spike,binance_vwap_30s,binance_p_vwap_5s,binance_p_vwap_30s,lat_dir_raw_x1000,lat_dir_norm_x1000,up_bid_1_price,up_bid_1_size,up_bid_2_price,up_bid_2_size,up_bid_3_price,up_bid_3_size,up_bid_4_price,up_bid_4_size,up_bid_5_price,up_bid_5_size,up_ask_1_price,up_ask_1_size,up_ask_2_price,up_ask_2_size,up_ask_3_price,up_ask_3_size,up_ask_4_price,up_ask_4_size,up_ask_5_price,up_ask_5_size,down_bid_1_price,down_bid_1_size,down_bid_2_price,down_bid_2_size,down_bid_3_price,down_bid_3_size,down_bid_4_price,down_bid_4_size,down_bid_5_price,down_bid_5_size,down_ask_1_price,down_ask_1_size,down_ask_2_price,down_ask_2_size,down_ask_3_price,down_ask_3_size,down_ask_4_price,down_ask_4_size,down_ask_5_price,down_ask_5_size,pm_up_bid_depth5,pm_up_ask_depth5,pm_up_total_depth5,pm_down_bid_depth5,pm_down_ask_depth5,pm_down_total_depth5,pm_up_spread,pm_down_spread,pm_up_imbalance,pm_down_imbalance,pm_up_microprice,pm_down_microprice,pm_up_bid_slope,pm_up_ask_slope,pm_down_bid_slope,pm_down_ask_slope,pm_up_bid_eatflow,pm_up_ask_eatflow,pm_down_bid_eatflow,pm_down_ask_eatflow
btc-updown-15m-1772966700,1772967484148,2026-03-08 06:58:04.148,1:56,116,,,,,,,,,,,,,,,,,,0.02,261.38,0.01,2790.55,,,,,,,0.03,382.91,0.04,488.1,0.05,348.88,0.06,485.59,0.07,345.95,,,,,,,,,,,,,,,,,,,,,3051.9300000000003,2051.43,5103.360000000001,0.0,0.0,0.0,0.009999999999999998,,0.1960473100075245,,0.02405686880131618,,,0.42458675168053506,,,,,,
btc-updown-15m-1772966700,1772967484152,2026-03-08 06:58:04.152,1:56,116,,,,,,,,,,,,,,,,,,0.02,261.38,0.01,2790.55,,,,,,,0.03,382.91,0.04,488.1,0.05,348.88,0.06,485.59,0.07,345.95,0.97,382.91,0.96,488.1,0.95,348.88,0.94,485.59,0.93,345.95,0.98,261.38,0.99,2790.55,,,,,,,3051.9300000000003,2051.43,5103.360000000001,2051.43,3051.9300000000003,5103.360000000001,0.009999999999999998,0.010000000000000009,0.1960473100075245,-0.1960473100075245,0.02405686880131618,0.9759431311986838,,0.42458675168053506,0.42458675168053506,,,,,
btc-updown-15m-1772966700,1772967484177,2026-03-08 06:58:04.177,1:56,116,,67883.83,,,,37.3361065,37.3361065,,,,37.3361065,1.0,67883.83,0.0,0.0,,,0.02,261.38,0.01,2790.55,,,,,,,0.03,382.91,0.04,488.1,0.05,348.88,0.06,485.59,0.07,345.95,0.97,382.91,0.96,488.1,0.95,348.88,0.94,485.59,0.93,345.95,0.98,261.38,0.99,2790.55,,,,,,,3051.9300000000003,2051.43,5103.360000000001,2051.43,3051.9300000000003,5103.360000000001,0.009999999999999998,0.010000000000000009,0.1960473100075245,-0.1960473100075245,0.02405686880131618,0.9759431311986838,,0.42458675168053506,0.42458675168053506,,,,,
btc-updown-15m-1772966700,1772967485198,2026-03-08 06:58:05.198,1:55,115,,67883.83,,,,0.0,37.3361065,0.0,0.0,,18.66805325,0.0,67883.83,0.0,0.0,,,0.02,261.38,0.01,2790.55,,,,,,,0.03,382.91,0.04,488.1,0.05,348.88,0.06,485.59,0.07,345.95,0.97,382.91,0.96,488.1,0.95,348.88,0.94,485.59,0.93,345.95,0.98,261.38,0.99,2790.55,,,,,,,3051.9300000000003,2051.43,5103.360000000001,2051.43,3051.9300000000003,5103.360000000001,0.009999999999999998,0.010000000000000009,0.1960473100075245,-0.1960473100075245,0.02405686880131618,0.9759431311986838,,0.42458675168053506,0.42458675168053506,,,,,
btc-updown-15m-1772966700,1772967486359,2026-03-08 06:58:06.359,1:54,114,,67883.83,,,,196.8631057,234.1992122,0.004999999997380655,0.004999999997380655,0.0,78.06640406666666,2.521739127780038,67883.83,0.0,0.0,,,0.02,261.38,0.01,2790.55,,,,,,,0.03,382.91,0.04,488.1,0.05,348.88,0.06,485.59,0.07,345.95,0.97,382.91,0.96,488.1,0.95,348.88,0.94,485.59,0.93,345.95,0.98,261.38,0.99,2790.55,,,,,,,3051.9300000000003,2051.43,5103.360000000001,2051.43,3051.9300000000003,5103.360000000001,0.009999999999999998,0.010000000000000009,0.1960473100075245,-0.1960473100075245,0.02405686880131618,0.9759431311986838,,0.42458675168053506,0.42458675168053506,,,,,
btc-updown-15m-1772966700,1772967487158,2026-03-08 06:58:07.158,1:53,113,,67883.83,,,,0.0,234.1992122,0.0033333333315871037,0.0033333333315871037,0.0,58.54980305,0.0,67883.83,0.0,0.0,,,0.02,261.38,0.01,2790.55,,,,,,,0.03,382.91,0.04,488.1,0.05,348.88,0.06,485.59,0.07,345.95,0.97,382.91,0.96,488.1,0.95,348.88,0.94,485.59,0.93,345.95,0.98,261.38,0.99,2790.55,,,,,,,3051.9300000000003,2051.43,5103.360000000001,2051.43,3051.9300000000003,5103.360000000001,0.009999999999999998,0.010000000000000009,0.1960473100075245,-0.1960473100075245,0.02405686880131618,0.9759431311986838,,0.42458675168053506,0.42458675168053506,,,,,
btc-updown-15m-1772966700,1772967488184,2026-03-08 06:58:08.184,1:52,112,,67883.83,,,,76.0298896,310.2291018,0.0024999999986903276,0.0024999999986903276,0.0,62.04582036000001,1.2253829373012095,67883.83,0.0,0.0,,,0.02,261.38,0.01,2790.55,,,,,,,0.03,382.91,0.04,488.1,0.05,348.88,0.06,485.59,0.07,345.95,0.97,382.91,0.96,488.1,0.95,348.88,0.94,485.59,0.93,345.95,0.98,261.38,0.99,2790.55,,,,,,,3051.9300000000003,2051.43,5103.360000000001,2051.43,3051.9300000000003,5103.360000000001,0.009999999999999998,0.010000000000000009,0.1960473100075245,-0.1960473100075245,0.02405686880131618,0.9759431311986838,,0.42458675168053506,0.42458675168053506,,,,,
btc-updown-15m-1772966700,1772967489160,2026-03-08 06:58:09.160,1:51,111,,67883.83,,,,0.0,272.8929953,0.001999999998952262,0.001999999998952262,0.0,51.704850300000004,0.0,67883.83,0.0,0.0,,,0.02,261.38,0.01,2790.55,,,,,,,0.03,382.91,0.04,488.1,0.05,348.88,0.06,485.59,0.07,345.95,0.97,382.91,0.96,488.1,0.95,348.88,0.94,485.59,0.93,345.95,0.98,261.38,0.99,2790.55,,,,,,,3051.9300000000003,2051.43,5103.360000000001,2051.43,3051.9300000000003,5103.360000000001,0.009999999999999998,0.010000000000000009,0.1960473100075245,-0.1960473100075245,0.02405686880131618,0.9759431311986838,,0.42458675168053506,0.42458675168053506,,,,,
btc-updown-15m-1772966700,1772967490161,2026-03-08 06:58:10.161,1:50,110,,67883.83,,,,27.153532,300.0465273,0.001999999998952262,0.0016666666657935518,0.0,48.19751911428572,0.5633802838609531,67883.83,-2.220446049250313e-14,0.0,,,0.02,261.38,0.01,2790.55,,,,,,,0.03,382.91,0.04,488.1,0.05,348.88,0.06,485.59,0.07,345.95,0.97,382.91,0.96,488.1,0.95,348.88,0.94,485.59,0.93,345.95,0.98,261.38,0.99,2790.55,,,,,,,3051.9300000000003,2051.43,5103.360000000001,2051.43,3051.9300000000003,5103.360000000001,0.009999999999999998,0.010000000000000009,0.1960473100075245,-0.1960473100075245,0.02405686880131618,0.9759431311986838,,0.42458675168053506,0.42458675168053506,,,,,
btc-updown-15m-1772966700,1772967491199,2026-03-08 06:58:11.199,1:49,109,,67883.83,,,,2069.7779767,2172.9613983000004,0.0,0.0014285714278230444,0.0,300.8950763125,6.878736608339828,67883.83,-2.220446049250313e-14,0.0,,,0.02,261.38,0.01,2790.55,,,,,,,0.03,382.91,0.04,488.1,0.05,348.88,0.06,485.59,0.07,345.95,0.97,382.91,0.96,488.1,0.95,348.88,0.94,485.59,0.93,345.95,0.98,261.38,0.99,2790.55,,,,,,,3051.9300000000003,2051.43,5103.360000000001,2051.43,3051.9300000000003,5103.360000000001,0.009999999999999998,0.010000000000000009,0.1960473100075245,-0.1960473100075245,0.02405686880131618,0.9759431311986838,,0.42458675168053506,0.42458675168053506,,,,,
btc-updown-15m-1772966700,1772967492173,2026-03-08 06:58:12.173,1:48,108,,67883.83,,,,2345.3860123,4518.3474106,0.0024999999986903276,0.0024999999986903276,0.0,528.0607358666667,4.441508055793417,67883.83,0.0,0.0,,,0.02,261.38,0.01,2790.55,,,,,,,0.03,382.91,0.04,488.1,0.05,348.88,0.06,485.59,0.07,345.95,0.97,382.91,0.96,488.1,0.95,348.88,0.94,485.59,0.93,345.95,0.98,261.38,0.99,2790.55,,,,,,,3051.9300000000003,2051.43,5103.360000000001,2051.43,3051.9300000000003,5103.360000000001,0.009999999999999998,0.010000000000000009,0.1960473100075245,-0.1960473100075245,0.02405686880131618,0.9759431311986838,,0.42458675168053506,0.42458675168053506,,,,,
btc-updown-15m-1772966700,1772967493168,2026-03-08 06:58:13.168,1:47,107,,67883.83,,,,54.9859023,4497.3034233,0.001999999998952262,0.002222222221058069,0.0,480.75325251000004,0.11437447799452226,67883.83,0.0,0.0,,,0.02,261.38,0.01,2790.55,,,,,,,0.03,382.91,0.04,488.1,0.05,348.88,0.06,485.59,0.07,345.95,0.97,382.91,0.96,488.1,0.95,348.88,0.94,485.59,0.93,345.95,0.98,261.38,0.99,2790.55,,,,,,,3051.9300000000003,2051.43,5103.360000000001,2051.43,3051.9300000000003,5103.360000000001,0.009999999999999998,0.010000000000000009,0.1960473100075245,-0.1960473100075245,0.02405686880131618,0.9759431311986838,,0.42458675168053506,0.42458675168053506,,,,,
btc-updown-15m-1772966700,1772967494167,2026-03-08 06:58:14.167,1:46,106,,67883.83,,,,0.0,4497.3034233,0.0024999999986903276,0.001999999998952262,0.0,437.0484113727273,0.0,67883.83,-2.220446049250313e-14,0.0,,,0.02,261.38,0.01,2790.55,,,,,,,0.03,382.91,0.04,488.1,0.05,348.88,0.06,485.59,0.07,345.95,0.97,382.91,0.96,488.1,0.95,348.88,0.94,485.59,0.93,345.95,0.98,261.38,0.99,2790.55,,,,,,,3051.9300000000003,2051.43,5103.360000000001,2051.43,3051.9300000000003,5103.360000000001,0.009999999999999998,0.010000000000000009,0.1960473100075245,-0.1960473100075245,0.02405686880131618,0.9759431311986838,,0.42458675168053506,0.42458675168053506,,,,,
