market_slug,timestamp_ms,timestamp_et,time_till_end,seconds_till_end,oracle_btc_price,binance_btc_price,lag,binance_ret1s_x100,binance_ret5s_x100,binance_volume_1s,binance_volume_5s,binance_atr_5s,binance_atr_30s,binance_rvol_30s,binance_volma_30s,binance_volume_spike,binance_vwap_30s,binance_p_vwap_5s,binance_p_vwap_30s,lat_dir_raw_x1000,lat_dir_norm_x1000,up_bid_1_price,up_bid_1_size,up_bid_2_price,up_bid_2_size,up_bid_3_price,up_bid_3_size,up_bid_4_price,up_bid_4_size,up_bid_5_price,up_bid_5_size,up_ask_1_price,up_ask_1_size,up_ask_2_price,up_ask_2_size,up_ask_3_price,up_ask_3_size,up_ask_4_price,up_ask_4_size,up_ask_5_price,up_ask_5_size,down_bid_1_price,down_bid_1_size,down_bid_2_price,down_bid_2_size,down_bid_3_price,down_bid_3_size,down_bid_4_price,down_bid_4_size,down_bid_5_price,down_bid_5_size,down_ask_1_price,down_ask_1_size,down_ask_2_price,down_ask_2_size,down_ask_3_price,down_ask_3_size,down_ask_4_price,down_ask_4_size,down_ask_5_price,down_ask_5_size,pm_up_bid_depth5,pm_up_ask_depth5,pm_up_total_depth5,pm_down_bid_depth5,pm_down_ask_depth5,pm_down_total_depth5,pm_up_spread,pm_down_spread,pm_up_imbalance,pm_down_imbalance,pm_up_microprice,pm_down_microprice,pm_up_bid_slope,pm_up_ask_slope,pm_down_bid_slope,pm_down_ask_slope,pm_up_bid_eatflow,pm_up_ask_eatflow,pm_down_bid_eatflow,pm_down_ask_eatflow
btc-updown-15m-1772969400,1772969881457,2026-03-08 07:38:01.457,6:59,419,,67527.62,,,,0.0,0.0,,,,0.0,,,,,,,0.06,92.83,0.05,748.07,0.04,633.0,0.03,1293.69,0.02,1790.59,0.08,118.13,0.09,432.9,0.1,380.0,0.11,271.0,0.12,325.6,0.92,118.13,0.91,432.9,0.9,380.0,0.89,271.0,0.88,325.6,0.94,92.83,0.95,748.07,0.96,633.0,0.97,1293.69,0.98,1790.59,4558.18,1527.63,6085.81,1527.63,4558.18,6085.81,0.020000000000000004,0.019999999999999907,0.4979698676100634,-0.4979698676100634,0.06880072051573759,0.9311992794842625,0.184481525521151,0.36070907222298587,0.36070907222298587,0.184481525521151,274.6668127428183,187.30026611213572,187.82202855589034,275.43195221864363
btc-updown-15m-1772969400,1772969881869,2026-03-08 07:38:01.869,6:59,419,,67527.62,,,,0.0,0.0,,,,0.0,,,,,,,0.07,185.05,0.06,363.74,0.05,513.67,0.04,566.0,0.03,1293.69,0.08,38.0,0.09,251.5,0.1,356.0,0.11,295.0,0.12,325.6,0.92,118.13,0.91,432.9,0.9,380.0,0.89,271.0,0.88,325.6,0.94,92.83,0.95,748.07,0.96,633.0,0.97,1293.69,0.98,1790.59,2922.15,1266.1,4188.25,1527.63,4558.18,6085.81,0.009999999999999995,0.019999999999999907,0.39540380827314514,-0.4979698676100634,0.0782963461107375,0.9311992794842625,0.18780350084697908,0.22865492457151884,0.36070907222298587,0.184481525521151,-911.9802112098638,-38.0569254062107,187.82202855589034,275.43195221864363
btc-updown-15m-1772969400,1772969881874,2026-03-08 07:38:01.874,6:59,419,,67527.62,,,,0.0,0.0,,,,0.0,,,,,,,0.07,185.05,0.06,363.74,0.05,513.67,0.04,566.0,0.03,1293.69,0.08,38.0,0.09,251.5,0.1,356.0,0.11,295.0,0.12,325.6,0.92,38.0,0.91,251.5,0.9,356.0,0.89,295.0,0.88,325.6,0.93,185.05,0.94,363.74,0.95,513.67,0.96,566.0,0.97,1293.69,2922.15,1266.1,4188.25,1266.1,2922.15,4188.25,0.009999999999999995,0.010000000000000009,0.39540380827314514,-0.39540380827314514,0.0782963461107375,0.9217036538892625,0.18780350084697908,0.22865492457151884,0.22865492457151884,0.18780350084697908,-911.9802112098638,-38.0569254062107,-37.928664439848916,-908.9066191646822
btc-updown-15m-1772969400,1772969881957,2026-03-08 07:38:01.957,6:59,419,,67527.62,,,,0.0,0.0,,,,0.0,,,,,,,0.07,171.5,0.06,340.31,0.05,513.67,0.04,536.0,0.03,1293.69,0.08,38.0,0.09,227.5,0.1,380.0,0.11,295.0,0.12,301.0,0.92,38.0,0.91,251.5,0.9,356.0,0.89,295.0,0.88,325.6,0.93,185.05,0.94,363.74,0.95,513.67,0.96,566.0,0.97,1293.69,2855.17,1241.5,4096.67,1266.1,2922.15,4188.25,0.009999999999999995,0.010000000000000009,0.39389797079091066,-0.39540380827314514,0.07818615751789977,0.9217036538892625,0.179257277149872,0.21385420861860652,0.22865492457151884,0.18780350084697908,-1001.8543602321205,107.43555167685302,-37.928664439848916,-908.9066191646822
btc-updown-15m-1772969400,1772969881957,2026-03-08 07:38:01.957,6:59,419,,67527.62,,,,0.0,0.0,,,,0.0,,,,,,,0.07,171.5,0.06,340.31,0.05,513.67,0.04,536.0,0.03,1293.69,0.08,38.0,0.09,227.5,0.1,380.0,0.11,295.0,0.12,301.0,0.92,38.0,0.91,227.5,0.9,380.0,0.89,295.0,0.88,301.0,0.93,171.5,0.94,340.31,0.95,513.67,0.96,536.0,0.97,1293.69,2855.17,1241.5,4096.67,1241.5,2855.17,4096.67,0.009999999999999995,0.010000000000000009,0.39389797079091066,-0.39389797079091066,0.07818615751789977,0.9218138424821003,0.179257277149872,0.21385420861860652,0.21385420861860652,0.179257277149872,-1001.8543602321205,107.43555167685302,107.46758478244669,-1002.1530742612281
btc-updown-15m-1772969400,1772969882156,2026-03-08 07:38:02.156,6:58,418,,67532.42,,0.7108202539942783,0.7108202539942783,1847.5804981,1847.5804981,4.80000000000291,4.80000000000291,,923.79024905,2.0,67532.42,0.0,0.0,,,0.07,171.5,0.06,340.31,0.05,513.67,0.04,536.0,0.03,1293.69,0.08,38.0,0.09,227.5,0.1,380.0,0.11,295.0,0.12,301.0,0.92,38.0,0.91,227.5,0.9,380.0,0.89,295.0,0.88,301.0,0.93,171.5,0.94,340.31,0.95,513.67,0.96,536.0,0.97,1293.69,2855.17,1241.5,4096.67,1241.5,2855.17,4096.67,0.009999999999999995,0.010000000000000009,0.39389797079091066,-0.39389797079091066,0.07818615751789977,0.9218138424821003,0.179257277149872,0.21385420861860652,0.21385420861860652,0.179257277149872,-1001.8543602321205,107.43555167685302,107.46758478244669,-1002.1530742612281
btc-updown-15m-1772969400,1772969882243,2026-03-08 07:38:02.243,6:58,418,,67532.42,,0.7108202539942783,0.7108202539942783,1847.5804981,1847.5804981,4.80000000000291,4.80000000000291,,923.79024905,2.0,67532.42,0.0,0.0,,,0.07,128.81,0.06,340.31,0.05,553.67,0.04,536.0,0.03,1293.69,0.08,38.0,0.09,217.5,0.1,410.0,0.11,295.0,0.12,301.0,0.92,38.0,0.91,227.5,0.9,380.0,0.89,295.0,0.88,301.0,0.93,171.5,0.94,340.31,0.95,513.67,0.96,536.0,0.97,1293.69,2852.48,1261.5,4113.98,1241.5,2855.17,4096.67,0.009999999999999995,0.010000000000000009,0.386725263613338,-0.39389797079091066,0.07772195911516096,0.9218138424821003,0.16446039937177473,0.2025366627031312,0.21385420861860652,0.179257277149872,-850.805057477833,118.30687444000185,107.46758478244669,-1002.1530742612281
btc-updown-15m-1772969400,1772969882244,2026-03-08 07:38:02.244,6:58,418,,67532.42,,0.7108202539942783,0.7108202539942783,1847.5804981,1847.5804981,4.80000000000291,4.80000000000291,,923.79024905,2.0,67532.42,0.0,0.0,,,0.07,128.81,0.06,340.31,0.05,553.67,0.04,536.0,0.03,1293.69,0.08,38.0,0.09,217.5,0.1,410.0,0.11,295.0,0.12,301.0,0.92,38.0,0.91,217.5,0.9,410.0,0.89,295.0,0.88,301.0,0.93,128.81,0.94,340.31,0.95,553.67,0.96,536.0,0.97,1293.69,2852.48,1261.5,4113.98,1261.5,2852.48,4113.98,0.009999999999999995,0.010000000000000009,0.386725263613338,-0.386725263613338,0.07772195911516096,0.9222780408848391,0.16446039937177473,0.2025366627031312,0.2025366627031312,0.16446039937177473,-850.805057477833,118.30687444000185,118.375796138801,-851.300708556317
btc-updown-15m-1772969400,1772969882836,2026-03-08 07:38:02.836,6:58,418,,67532.42,,,0.7108202539942783,1847.5804981,1847.5804981,4.80000000000291,4.80000000000291,,923.79024905,2.0,67532.42,0.0,0.0,,,0.07,17.17,0.06,320.23,0.05,609.67,0.04,536.0,0.03,1293.69,0.08,48.0,0.09,267.5,0.1,415.09,0.11,295.0,0.12,301.0,0.92,38.0,0.91,217.5,0.9,410.0,0.89,295.0,0.88,301.0,0.93,128.81,0.94,340.31,0.95,553.67,0.96,536.0,0.97,1293.69,2776.76,1326.59,4103.35,1261.5,2852.48,4113.98,0.009999999999999995,0.010000000000000009,0.3534112371598816,-0.386725263613338,0.07263464784410006,0.9222780408848391,0.12150852072199254,0.23782781417016563,0.2025366627031312,0.16446039937177473,-695.494906197505,114.1051937284486,118.375796138801,-851.300708556317
btc-updown-15m-1772969400,1772969882836,2026-03-08 07:38:02.836,6:58,418,,67532.42,,,0.7108202539942783,1847.5804981,1847.5804981,4.80000000000291,4.80000000000291,,923.79024905,2.0,67532.42,0.0,0.0,,,0.07,17.17,0.06,320.23,0.05,609.67,0.04,536.0,0.03,1293.69,0.08,48.0,0.09,267.5,0.1,415.09,0.11,295.0,0.12,301.0,0.92,48.0,0.91,267.5,0.9,415.09,0.89,295.0,0.88,301.0,0.93,17.17,0.94,320.23,0.95,609.67,0.96,536.0,0.97,1293.69,2776.76,1326.59,4103.35,1326.59,2776.76,4103.35,0.009999999999999995,0.010000000000000009,0.3534112371598816,-0.3534112371598816,0.07263464784410006,0.9273653521559,0.12150852072199254,0.23782781417016563,0.23782781417016563,0.12150852072199254,-695.494906197505,114.1051937284486,114.11360191054015,-695.5461558174738
